genus,sample,rel_abundance,top
Prevotella,C15,0.3697826408457875,0.3697826408457875
Prevotella,C16,0.33446244440076434,0.33446244440076434
Prevotella,C17,0.48970904422079486,0.48970904422079486
Prevotella,C18,0.08179640062200969,0.08179640062200969
Prevotella,C19,0.24732782687879795,0.24732782687879795
Prevotella,C20,0.4304016618108603,0.4304016618108603
Prevotella,C21,0.07925236760918722,0.07925236760918722
Prevotella,C22,0.2762446785557206,0.2762446785557206
Prevotella,C23,0.2181631621310592,0.2181631621310592
Prevotella,C24,0.6635362101711342,0.6635362101711342
Prevotella,C25,0.07573368312951453,0.07573368312951453
Prevotella,C26,0.35262784209768816,0.35262784209768816
Prevotella,C27,0.11043748418741788,0.11043748418741788
Prevotella,C28,0.5398455138112771,0.5398455138112771
Prevotella,C29,0.09138490178619468,0.09138490178619468
Prevotella,C30,0.6500877227837771,0.6500877227837771
Prevotella,C31,0.15127898319264169,0.15127898319264169
Prevotella,C32,0.37996736828495936,0.37996736828495936
Prevotella,C33,0.2807563066966047,0.2807563066966047
Bacteroides,A1,0.03552951499024574,0.6469011585155264
Bacteroides,A2,0.11847285081726588,0.7032958304831517
Bacteroides,A4,0.03282144394861303,0.7803563978385162
Bacteroides,A6,0.3477837394142025,0.00136372433215212
Bacteroides,A9,0.21423283478967564,6.924706476635407e-4
Bacteroides,A10,0.05465353617401475,0.28725665134402006
Bacteroides,A11,0.8313195155769227,7.908701785595698e-4
Bacteroides,A12,0.03314956821236294,0.5343077769042063
Bacteroides,A13,0.15099597574316273,0.06640257144590697
Bacteroides,A15,0.4356236755509102,0.00117981917525669
Bacteroides,A16,0.0375928924441437,0.7207789069202605
Bacteroides,A17,0.04819498568916318,0.6682462094556149
Bacteroides,A18,0.00103068097199306,0.00108621592587218
Bacteroides,A19,0.0354613880397096,0.08767117367793006
Bacteroides,A21,0.04264144793051109,0.45560320978609015
Bacteroides,A22,0.4289304397500395,0.00113284553514457
Bacteroides,A24,0.07175112635504485,0.4134039022334909
Bacteroides,A25,0.3809315650094311,0.11317513598635393
Bacteroides,A26,0.1140615669645674,0.08217753152373802
Bacteroides,A27,0.13665064143001118,0.18184722640705683
Bacteroides,A28,0.3141698342872525,0.01799056253204815
Bacteroides,A29,0.07527526900016568,0.11782184867929092
Bacteroides,A30,0.06350915880200023,0.08575328773705222
Bacteroides,A31,0.5799216257830668,5.467040590550891e-4
Bacteroides,A32,0.02847143562285094,0.09309190350511388
Bacteroides,A33,0.03960869911750942,0.41347520416916234
Bacteroides,A34,0.2333296984897225,0.01614779274121731
Bacteroides,A35,0.04963527563162994,0.03399397249894417
Bacteroides,A36,0.2946675877214266,0.06108624516993365
Bacteroides,A37,0.47025670019551624,8.295923787461853e-4
Bacteroides,A38,0.6794203398020523,5.558129600519603e-4
Bacteroides,A39,0.6408682431709006,0.00131677071834606
Bacteroides,A41,0.06146875059570439,0.4839979049360179
Bacteroides,A42,0.02974315917167323,0.43348202104841455
Bacteroides,A43,0.12434856400831044,7.434720897573577e-4
Bacteroides,A44,0.13096356770726317,0.449675888509909
Bacteroides,A45,0.2228005075555129,0.30447312795638104
Bacteroides,A46,0.23472442860479836,5.926943994013932e-4
Bacteroides,A47,0.19606151541529968,0.01581588008958228
Bacteroides,A48,0.11726361626074534,0.6069694169716872
Bacteroides,A49,0.34294305695622657,0.00748070369711231
Bacteroides,A50,0.13401928392403006,0.09521337787717311
Bacteroides,A51,0.23823947574450388,0.2692536963598802
Bacteroides,A52,0.22619609549529948,0.43056552728786224
Bacteroides,A53,0.3924124510889161,0.0034281601575817202
Bacteroides,A54,0.02483124397299903,0.3914361182819529
Bacteroides,A55,0.04410215644250188,0.4061668721892793
Bacteroides,A56,0.0632107867054255,0.5211196153438393
Bacteroides,A57,0.2654005472969947,0.00432699977532174
Bacteroides,A58,0.04815437066006773,0.19774113083623407
Bacteroides,A59,0.04682397068230335,0.3740410960645664
Bacteroides,A60,0.02348925844528976,0.32678411568779064
Bacteroides,A61,0.03236990937861064,0.4664418942098959
Bacteroides,A62,0.02784036736844162,0.5284172911650201
Bacteroides,A63,0.05199852402811978,0.18032092415611828
Bacteroides,A64,0.10634781563132992,0.06485544748930246
Bacteroides,A66,0.2313810429047676,7.08972819148674e-4
Bacteroides,A67,0.15998993265213943,0.14263499347195413
Bacteroides,A68,0.11418418029526248,0.03492672344886814
Bacteroides,A69,0.2989886499674198,0.01746965495294812
Bacteroides,A70,0.07095486170285693,0.0614276528414842
Bacteroides,A71,0.12665379902877597,0.04323759079249022
Bacteroides,A72,0.03171966221936243,0.5870883562523053
Bacteroides,A73,0.2171395876198063,0.02340533652753181
Bacteroides,A75,0.05574372692180324,0.06486794021932639
Bacteroides,A77,0.07698365614034354,0.19067847891648732
Bacteroides,A78,0.1322910442029014,0.00744352748344327
Bacteroides,A79,0.02737592614215353,0.351068579632303
Bacteroides,B1,0.12800033710335065,0.15879058979012467
Bacteroides,B2,0.08168617409574017,0.3185640659268367
Bacteroides,B4,0.01989189790643134,0.1660421338537298
Bacteroides,B5,0.0850550488079315,0.1442824558039769
Bacteroides,B7,0.01714677810742545,0.7569585702331458
Bacteroides,B8,0.02771452592019722,0.3625550015152845
Bacteroides,B9,0.5648923811014501,0.02611763336089894
Bacteroides,B10,0.6605286844548948,0.00210817057314006
Bacteroides,B11,0.01739612066423208,0.27043285413826135
Bacteroides,B12,0.04293890225317151,0.6003291954279735
Bacteroides,B13,0.092687551555625,0.1667560183986081
Bacteroides,B14,0.03938733106210924,0.05389867470330575
Bacteroides,B15,0.36027535735159133,0.00141533728300609
Bacteroides,B16,0.01466523727227673,0.22780701331072745
Bacteroides,B17,0.08902386800920215,0.18980517627080937
Bacteroides,B18,0.13842932846582978,0.03431682827315499
Bacteroides,B20,0.07129437072756391,0.6026654681339082
Bacteroides,B22,0.10034693037219056,0.4103282199359661
Bacteroides,B23,0.05950145951540483,0.44181575669493994
Bacteroides,B24,0.09059202433363288,0.08834152314375082
Bacteroides,B25,0.02920301776851715,0.5133933342991902
Bacteroides,B26,0.04413167925454596,0.5705518197107603
Bacteroides,B27,0.02128286956999564,0.360151154582613
Bacteroides,B28,0.07243772894793636,0.3062185435312653
Bacteroides,B29,0.0256147215680869,0.5136956705233332
Bacteroides,B30,0.3046079958306703,0.0013675926472713
Bacteroides,B31,0.16308172182289032,0.33906706782879714
Bacteroides,B32,0.17207650562561105,0.00120633504882092
Bacteroides,B33,0.06916419507770415,0.4116649210559803
Bacteroides,B34,0.2095883434391879,0.05668824866111701
Bacteroides,B36,0.5316220907122012,8.390544338507416e-4
Bacteroides,B37,0.3862335755227975,0.00852642222274921
Bacteroides,B38,0.05629784516371144,0.7931257032783602
Bacteroides,B39,0.5735513936141114,9.470121255387038e-4
Bacteroides,B40,0.02346388388699588,0.49279830579120626
Bacteroides,B41,0.0274467899093829,0.37134877157342217
Bacteroides,B42,0.03915357598582737,0.33271968185928963
Bacteroides,B43,0.0528156145673501,0.2690692712725694
Bacteroides,B44,0.02618564092421363,0.4171040270115632
Bacteroides,B45,0.03421919891277424,0.05937718971745111
Bacteroides,B46,0.04639550309417432,0.01653898392333486
Bacteroides,B47,0.05213561626549375,0.11323410210440991
Bacteroides,B48,0.07817486341105795,0.4836337751278087
Bacteroides,B49,0.09742910684837404,0.01655344704407364
Bacteroides,B50,0.09157336727204755,0.02420767670992386
Bacteroides,B52,0.07605707112024183,0.34102198258010374
Bacteroides,B55,0.02031641561907922,0.6703928008409971
Bacteroides,B56,0.09064581874675666,0.32355024849460384
Bacteroides,B57,0.07165610020102056,0.32116255477937866
Bacteroides,B58,0.06011886244942611,0.33637404964446466
Bacteroides,B59,0.15612144571309244,0.07618423626481913
Bacteroides,B61,0.29755431722870107,0.2310413052220371
Bacteroides,B62,0.06868280280051456,0.4344219311099873
Bacteroides,B63,0.07508771897205009,0.34692159108049647
Bacteroides,B65,0.01806215256168673,0.41222149773725614
Bacteroides,B66,0.03126606238476746,0.4374537437429184
Bacteroides,B67,0.01915944802327264,0.6000333072198077
Bacteroides,B68,0.06655474823698262,0.4014457060055919
Bacteroides,B69,0.02837412351483626,0.6070150354985974
Bacteroides,B70,0.0947768777457714,0.372816453575293
Bacteroides,B71,0.04605614185716765,0.01459217907616326
Bacteroides,B72,0.03287036934172608,0.40760645798961975
Bacteroides,B73,0.04996948919362713,0.09657502329916123
Bacteroides,B74,0.048422852965964,0.07254941397167182
Bacteroides,B75,0.02520535551970381,0.5356290572821633
Bacteroides,B76,0.05066337172402184,0.1129742626253766
Bacteroides,B77,0.03102959095512039,0.5736300224315118
Bacteroides,B78,0.05088405863348762,0.7558321623052321
Bacteroides,B79,0.08969689709932646,0.07638513700976873
Bacteroides,C1,0.11837249289801163,0.08963609017038178
Bacteroides,C2,0.09215666826544908,0.02803696183253622
Bacteroides,C3,0.13848544675801605,0.05646986573028636
Bacteroides,C4,0.03542945284874464,0.01255682183976688
Bacteroides,C5,0.02131536987206571,0.6866634594128418
Bacteroides,C6,0.02165116159097553,0.7093944790957842
Bacteroides,C8,0.09455498588710325,0.16830594029019544
Bacteroides,C9,0.12523278327668944,0.01832140102138273
Bacteroides,C10,0.03951112851233311,0.6779294408245177
Bacteroides,C11,0.07091154730832609,0.514697688585565
Bacteroides,C12,0.01909130618671325,0.3209970321144655
Bacteroides,C13,0.04252991131581998,0.290399219937027
Bacteroides,C14,0.35516620886917866,0.00160354441036658
Bacteroides,C15,0.02402081997282329,0.3697826408457875
Bacteroides,C16,0.06390827724860479,0.33446244440076434
Bacteroides,C17,0.05420477974518442,0.48970904422079486
Bacteroides,C18,0.1182183234368571,0.08179640062200969
Bacteroides,C19,0.0986706306819944,0.24732782687879795
Bacteroides,C20,0.02402157399910683,0.4304016618108603
Bacteroides,C21,0.08246481419198885,0.07925236760918722
Bacteroides,C22,0.0577432027971641,0.2762446785557206
Bacteroides,C23,0.05674865628055797,0.2181631621310592
Bacteroides,C24,0.03963586825202234,0.6635362101711342
Bacteroides,C25,0.1640688317511578,0.07573368312951453
Bacteroides,C26,0.03284687565895831,0.35262784209768816
Bacteroides,C27,0.03228418569230625,0.11043748418741788
Bacteroides,C28,0.03401964444988145,0.5398455138112771
Bacteroides,C29,0.04444507285675645,0.09138490178619468
Bacteroides,C30,0.04973239966133504,0.6500877227837771
Bacteroides,C31,0.08249328654735662,0.15127898319264169
Bacteroides,C32,0.03113051047146637,0.37996736828495936
Bacteroides,C33,0.05529267948037106,0.2807563066966047
Faecalibacterium,A1,0.116707189876446,0.6469011585155264
Faecalibacterium,A2,0.02880400839046817,0.7032958304831517
Faecalibacterium,A4,0.02633098471674749,0.7803563978385162
Faecalibacterium,A6,0.02938196960900118,0.00136372433215212
Faecalibacterium,A9,0.13368069740399618,6.924706476635407e-4
Faecalibacterium,A10,0.07203826065712686,0.28725665134402006
Faecalibacterium,A11,0.01478504631520905,7.908701785595698e-4
Faecalibacterium,A12,0.07045646121631607,0.5343077769042063
Faecalibacterium,A13,0.15499474214993472,0.06640257144590697
Faecalibacterium,A15,0.06681894657058103,0.00117981917525669
Faecalibacterium,A16,0.06160294597435866,0.7207789069202605
Faecalibacterium,A17,0.0332406270110058,0.6682462094556149
Faecalibacterium,A18,0.00282093679704243,0.00108621592587218
Faecalibacterium,A19,0.04230822923752232,0.08767117367793006
Faecalibacterium,A21,0.05537940250679935,0.45560320978609015
Faecalibacterium,A22,0.01111502868835372,0.00113284553514457
Faecalibacterium,A24,0.096727933974712,0.4134039022334909
Faecalibacterium,A25,0.01232633249248382,0.11317513598635393
Faecalibacterium,A26,0.01518918815115299,0.08217753152373802
Faecalibacterium,A27,0.10133488390732771,0.18184722640705683
Faecalibacterium,A28,0.07924829647406288,0.01799056253204815
Faecalibacterium,A29,0.13699687006049424,0.11782184867929092
Faecalibacterium,A30,0.01476589888540227,0.08575328773705222
Faecalibacterium,A31,0.08972177951096846,5.467040590550891e-4
Faecalibacterium,A32,0.02207483080813179,0.09309190350511388
Faecalibacterium,A33,0.20874851741109793,0.41347520416916234
Faecalibacterium,A34,0.03323891394334663,0.01614779274121731
Faecalibacterium,A35,0.09517846495913349,0.03399397249894417
Faecalibacterium,A36,0.06727101370259256,0.06108624516993365
Faecalibacterium,A37,0.01689026869202055,8.295923787461853e-4
Faecalibacterium,A38,0.04365767705730628,5.558129600519603e-4
Faecalibacterium,A39,0.01310346689623517,0.00131677071834606
Faecalibacterium,A41,0.05342186219235555,0.4839979049360179
Faecalibacterium,A42,0.1398207416788467,0.43348202104841455
Faecalibacterium,A43,0.04579357074592421,7.434720897573577e-4
Faecalibacterium,A44,0.03416602361851187,0.449675888509909
Faecalibacterium,A45,0.0700016755939902,0.30447312795638104
Faecalibacterium,A46,0.1057729306823788,5.926943994013932e-4
Faecalibacterium,A47,0.02971195466071179,0.01581588008958228
Faecalibacterium,A48,0.01400776242430372,0.6069694169716872
Faecalibacterium,A49,0.04855193688082102,0.00748070369711231
Faecalibacterium,A50,0.04136042776811434,0.09521337787717311
Faecalibacterium,A51,0.16231072112887288,0.2692536963598802
Faecalibacterium,A52,0.02246028255080854,0.43056552728786224
Faecalibacterium,A53,0.08495832474013466,0.0034281601575817202
Faecalibacterium,A54,0.01146702444341956,0.3914361182819529
Faecalibacterium,A55,0.03862291890798673,0.4061668721892793
Faecalibacterium,A56,0.04790091808030749,0.5211196153438393
Faecalibacterium,A57,0.01459779445159442,0.00432699977532174
Faecalibacterium,A58,0.11537121120651404,0.19774113083623407
Faecalibacterium,A59,0.08546345404108154,0.3740410960645664
Faecalibacterium,A60,0.09988624590614202,0.32678411568779064
Faecalibacterium,A61,0.0675064581566592,0.4664418942098959
Faecalibacterium,A62,0.0270199921247303,0.5284172911650201
Faecalibacterium,A63,0.09580028764974892,0.18032092415611828
Faecalibacterium,A64,0.0562255158745841,0.06485544748930246
Faecalibacterium,A66,0.12491764249696448,7.08972819148674e-4
Faecalibacterium,A67,0.05544007568488302,0.14263499347195413
Faecalibacterium,A68,0.13603051888423345,0.03492672344886814
Faecalibacterium,A69,0.02385658650422027,0.01746965495294812
Faecalibacterium,A70,0.1336260265101279,0.0614276528414842
Faecalibacterium,A71,0.1548838005748875,0.04323759079249022
Faecalibacterium,A72,0.06868022143902872,0.5870883562523053
Faecalibacterium,A73,0.18057060000114625,0.02340533652753181
Faecalibacterium,A75,0.02062461458529585,0.06486794021932639
Faecalibacterium,A77,0.14512765621288837,0.19067847891648732
Faecalibacterium,A78,0.01517997909172691,0.00744352748344327
Faecalibacterium,A79,0.12538478685461957,0.351068579632303
Faecalibacterium,B1,0.11431012100870971,0.15879058979012467
Faecalibacterium,B2,0.04524787078284066,0.3185640659268367
Faecalibacterium,B4,0.13154603968023007,0.1660421338537298
Faecalibacterium,B5,0.05168354707889552,0.1442824558039769
Faecalibacterium,B7,0.01177801371290223,0.7569585702331458
Faecalibacterium,B8,0.06863534968294949,0.3625550015152845
Faecalibacterium,B9,0.01131600979055396,0.02611763336089894
Faecalibacterium,B10,0.09276932441299957,0.00210817057314006
Faecalibacterium,B11,0.10369267547056708,0.27043285413826135
Faecalibacterium,B12,0.04284300897986722,0.6003291954279735
Faecalibacterium,B13,0.0366320046811875,0.1667560183986081
Faecalibacterium,B14,0.01601212983415072,0.05389867470330575
Faecalibacterium,B15,0.1072920611329516,0.00141533728300609
Faecalibacterium,B16,0.06957312022641923,0.22780701331072745
Faecalibacterium,B17,0.05891184529049199,0.18980517627080937
Faecalibacterium,B18,0.08538699785845091,0.03431682827315499
Faecalibacterium,B20,0.03227746016347826,0.6026654681339082
Faecalibacterium,B22,0.05556666895834396,0.4103282199359661
Faecalibacterium,B23,0.02442644728557962,0.44181575669493994
Faecalibacterium,B24,0.23282294194909595,0.08834152314375082
Faecalibacterium,B25,0.0501147546968644,0.5133933342991902
Faecalibacterium,B26,0.03670210932896594,0.5705518197107603
Faecalibacterium,B27,0.070964709462801,0.360151154582613
Faecalibacterium,B28,0.05356591365565077,0.3062185435312653
Faecalibacterium,B29,0.03571359430428611,0.5136956705233332
Faecalibacterium,B30,0.07692986498018778,0.0013675926472713
Faecalibacterium,B31,0.0799685975642946,0.33906706782879714
Faecalibacterium,B32,0.23969913216363975,0.00120633504882092
Faecalibacterium,B33,0.05650509163640398,0.4116649210559803
Faecalibacterium,B34,0.08638233245406689,0.05668824866111701
Faecalibacterium,B36,0.11811984433700448,8.390544338507416e-4
Faecalibacterium,B37,0.16945064949504252,0.00852642222274921
Faecalibacterium,B38,0.01719183855683981,0.7931257032783602
Faecalibacterium,B39,0.13716840529729396,9.470121255387038e-4
Faecalibacterium,B40,0.01494882020284835,0.49279830579120626
Faecalibacterium,B41,0.0686103328764326,0.37134877157342217
Faecalibacterium,B42,0.07082750034068806,0.33271968185928963
Faecalibacterium,B43,0.1046710584967626,0.2690692712725694
Faecalibacterium,B44,0.05169387365878123,0.4171040270115632
Faecalibacterium,B45,0.05414041213379977,0.05937718971745111
Faecalibacterium,B46,0.06535705368264356,0.01653898392333486
Faecalibacterium,B47,0.01933220331147184,0.11323410210440991
Faecalibacterium,B48,0.06320283423374631,0.4836337751278087
Faecalibacterium,B49,0.03723598947710789,0.01655344704407364
Faecalibacterium,B50,0.05331557598231228,0.02420767670992386
Faecalibacterium,B52,0.06626958415034881,0.34102198258010374
Faecalibacterium,B55,0.03018213756084482,0.6703928008409971
Faecalibacterium,B56,0.13291485759840918,0.32355024849460384
Faecalibacterium,B57,0.09443905406484655,0.32116255477937866
Faecalibacterium,B58,0.09240382289859247,0.33637404964446466
Faecalibacterium,B59,0.08332721661584286,0.07618423626481913
Faecalibacterium,B61,0.02908316577622029,0.2310413052220371
Faecalibacterium,B62,0.10628501946119676,0.4344219311099873
Faecalibacterium,B63,0.03007603899075479,0.34692159108049647
Faecalibacterium,B65,0.04219740002004362,0.41222149773725614
Faecalibacterium,B66,0.05817650793205269,0.4374537437429184
Faecalibacterium,B67,0.03916529861731376,0.6000333072198077
Faecalibacterium,B68,0.05118378062748375,0.4014457060055919
Faecalibacterium,B69,0.03907161445752346,0.6070150354985974
Faecalibacterium,B70,0.03212845850485785,0.372816453575293
Faecalibacterium,B71,0.02176756472066154,0.01459217907616326
Faecalibacterium,B72,0.03447062967671938,0.40760645798961975
Faecalibacterium,B73,0.05417184425805115,0.09657502329916123
Faecalibacterium,B74,0.08394064995073175,0.07254941397167182
Faecalibacterium,B75,0.036383918050990303,0.5356290572821633
Faecalibacterium,B76,0.02585175313866478,0.1129742626253766
Faecalibacterium,B77,0.01323805134603365,0.5736300224315118
Faecalibacterium,B78,0.00352532296045734,0.7558321623052321
Faecalibacterium,B79,0.01370141726346867,0.07638513700976873
Faecalibacterium,C1,0.01634009194861435,0.08963609017038178
Faecalibacterium,C2,0.1017369524958021,0.02803696183253622
Faecalibacterium,C3,0.0806582112464522,0.05646986573028636
Faecalibacterium,C4,0.08153872999191797,0.01255682183976688
Faecalibacterium,C5,0.01448278328575256,0.6866634594128418
Faecalibacterium,C6,0.02021475369161645,0.7093944790957842
Faecalibacterium,C8,0.10518046620035014,0.16830594029019544
Faecalibacterium,C9,0.04144652403786973,0.01832140102138273
Faecalibacterium,C10,0.02478159173091706,0.6779294408245177
Faecalibacterium,C11,0.0651433587783019,0.514697688585565
Faecalibacterium,C12,0.07867920170480584,0.3209970321144655
Faecalibacterium,C13,0.07399242951576952,0.290399219937027
Faecalibacterium,C14,0.19130365447246375,0.00160354441036658
Faecalibacterium,C15,0.0503002825055854,0.3697826408457875
Faecalibacterium,C16,0.07097344642355546,0.33446244440076434
Faecalibacterium,C17,0.05703502610314222,0.48970904422079486
Faecalibacterium,C18,0.03737587822876116,0.08179640062200969
